host,service
"kc-svc-ems02-p.servicemanagement.com:9182","Workstation Service"
"kc-svc-ems02-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-svc-ems02-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-svc-ems02-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-svc-ems03-p.servicemanagement.com:9182","Server Service"
"kc-svc-ems03-p.servicemanagement.com:9182","Workstation Service"
"kc-svc-ems03-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-svc-ems03-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-svc-ems03-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-svc-ems03-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-svc-ems04-p.servicemanagement.com:9182","Server Service"
"kc-svc-ems04-p.servicemanagement.com:9182","Workstation Service"
"kc-svc-ems04-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-svc-ems04-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-svc-ems04-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-svc-ems04-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-svc-fdbk01-p.servicemanagement.com:9182","Server Service"
"kc-svc-fdbk01-p.servicemanagement.com:9182","Workstation Service"
"kc-svc-fdbk01-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-svc-fdbk01-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-svc-fdbk01-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-svc-fdbk01-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-svc-fdbk02-p.servicemanagement.com:9182","Server Service"
"kc-svc-fdbk02-p.servicemanagement.com:9182","Workstation Service"
"kc-svc-fdbk02-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-svc-fdbk02-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-svc-fdbk02-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-svc-fdbk02-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"KC-SVC-KNTR01-P.servicemanagement.com:9182","Server Service"
"KC-SVC-KNTR01-P.servicemanagement.com:9182","Workstation Service"
"KC-SVC-KNTR01-P.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"KC-SVC-KNTR01-P.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"KC-SVC-KNTR01-P.servicemanagement.com:9182","Quest KACE One Agent Service"
"KC-SVC-KNTR01-P.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"KC-SVC-KNTR02-P.servicemanagement.com:9182","Server Service"
"KC-SVC-KNTR02-P.servicemanagement.com:9182","Workstation Service"
"KC-SVC-KNTR02-P.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"KC-SVC-KNTR02-P.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"KC-SVC-KNTR02-P.servicemanagement.com:9182","Quest KACE One Agent Service"
"KC-SVC-KNTR02-P.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"KC-SVC-PDS01-P.servicemanagement.com:9182","Server Service"
"KC-SVC-PDS01-P.servicemanagement.com:9182","Workstation Service"
"KC-SVC-PDS01-P.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"KC-SVC-PDS01-P.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"KC-SVC-PDS01-P.servicemanagement.com:9182","Quest KACE One Agent Service"
"KC-SVC-PDS01-P.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"KC-SVC-PDS02-P.servicemanagement.com:9182","Server Service"
"KC-SVC-PDS02-P.servicemanagement.com:9182","Workstation Service"
"KC-SVC-PDS02-P.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"KC-SVC-PDS02-P.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"KC-SVC-PDS02-P.servicemanagement.com:9182","Quest KACE One Agent Service"
"KC-SVC-PDS02-P.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-svc-rpt01-p.servicemanagement.com:9182","Server Service"
"kc-svc-rpt01-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-svc-rpt01-p.servicemanagement.com:9182","Workstation Service"
"kc-svc-rpt01-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-svc-rpt01-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-svc-rpt01-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-svc-rpt02-p.servicemanagement.com:9182","Server Service"
"kc-svc-rpt02-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-svc-rpt02-p.servicemanagement.com:9182","Workstation Service"
"kc-svc-rpt02-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-svc-rpt02-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-svc-rpt02-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-svc-rpt03-p.servicemanagement.com:9182","Server Service"
"kc-svc-rpt03-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-svc-rpt03-p.servicemanagement.com:9182","Workstation Service"
"kc-svc-rpt03-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-svc-rpt03-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-svc-rpt03-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-svc-rpt04-p.servicemanagement.com:9182","Server Service"
"kc-svc-rpt04-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-svc-rpt04-p.servicemanagement.com:9182","Workstation Service"
"kc-svc-rpt04-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-svc-rpt04-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-svc-rpt04-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-svc-rpt05-p.servicemanagement.com:9182","Server Service"
"kc-svc-rpt05-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-svc-rpt05-p.servicemanagement.com:9182","Workstation Service"
"kc-svc-rpt05-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-svc-rpt05-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-svc-rpt05-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"KC-SVC-STAT01-P:9182","Server Service"
"KC-SVC-STAT01-P:9182","Workstation Service"
"KC-SVC-STAT01-P:9182","Quest KACE Agent WatchDog Service"
"KC-SVC-STAT01-P:9182","Quest KACE Offline Scheduler Service"
"KC-SVC-STAT01-P:9182","Quest KACE One Agent Service"
"KC-SVC-STAT01-P:9182","Symantec Endpoint Protection Service"
"kc-svc-svcs05-d:9182","Server Service"
"kc-svc-svcs05-d:9182","Workstation Service"
"kc-svc-svcs05-d:9182","Quest KACE Agent WatchDog Service"
"kc-svc-svcs05-d:9182","Quest KACE Offline Scheduler Service"
"kc-svc-svcs05-d:9182","Quest KACE One Agent Service"
"kc-svc-svcs05-d:9182","Symantec Endpoint Protection Service"
"kc-svc-svcs05-p:9182","Server Service"
"kc-svc-svcs05-p:9182","Workstation Service"
"kc-svc-svcs05-p:9182","Quest KACE Agent WatchDog Service"
"kc-svc-svcs05-p:9182","Quest KACE Offline Scheduler Service"
"kc-svc-svcs05-p:9182","Quest KACE One Agent Service"
"kc-svc-svcs05-p:9182","Symantec Endpoint Protection Service"
"kc-svc-svcs06-p:9182","Server Service"
"kc-svc-svcs06-p:9182","Workstation Service"
"kc-svc-svcs06-p:9182","Quest KACE Agent WatchDog Service"
"kc-svc-svcs06-p:9182","Quest KACE Offline Scheduler Service"
"kc-svc-svcs06-p:9182","Quest KACE One Agent Service"
"kc-svc-svcs06-p:9182","Symantec Endpoint Protection Service"
"kc-svc-svcs07-p:9182","Server Service"
"kc-svc-svcs07-p:9182","Workstation Service"
"kc-svc-svcs07-p:9182","Quest KACE Agent WatchDog Service"
"kc-svc-svcs07-p:9182","Quest KACE Offline Scheduler Service"
"kc-svc-svcs07-p:9182","Quest KACE One Agent Service"
"kc-svc-svcs07-p:9182","Symantec Endpoint Protection Service"
"kc-svc-svcs08-p:9182","Server Service"
"kc-svc-svcs08-p:9182","Workstation Service"
"kc-svc-svcs08-p:9182","Quest KACE Agent WatchDog Service"
"kc-svc-svcs08-p:9182","Quest KACE Offline Scheduler Service"
"kc-svc-svcs08-p:9182","Quest KACE One Agent Service"
"kc-svc-svcs08-p:9182","Symantec Endpoint Protection Service"
"kc-svc-svcs09-p:9182","Server Service"
"kc-svc-svcs09-p:9182","Workstation Service"
"kc-svc-svcs09-p:9182","Quest KACE Agent WatchDog Service"
"kc-svc-svcs09-p:9182","Quest KACE Offline Scheduler Service"
"kc-svc-svcs09-p:9182","Quest KACE One Agent Service"
"kc-svc-svcs09-p:9182","Symantec Endpoint Protection Service"
"kc-svc-txn01-p.servicemanagement.com:9182","Server Service"
"kc-svc-txn01-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-svc-txn01-p.servicemanagement.com:9182","Workstation Service"
"kc-svc-txn01-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-svc-txn01-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-svc-txn01-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-svc-txn01-p.servicemanagement.com:9182","SMG Transaction Service"
"kc-svc-txn02-p.servicemanagement.com:9182","Server Service"
"kc-svc-txn02-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-svc-txn02-p.servicemanagement.com:9182","Workstation Service"
"kc-svc-txn02-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-svc-txn02-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-svc-txn02-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-svc-txn02-p.servicemanagement.com:9182","SMG Transaction Service"
"KC-SVC-TXN03-D:9182","Server Service"
"KC-SVC-TXN03-D:9182","Workstation Service"
"KC-SVC-TXN03-D:9182","Quest KACE Agent WatchDog Service"
"KC-SVC-TXN03-D:9182","Quest KACE Offline Scheduler Service"
"KC-SVC-TXN03-D:9182","Quest KACE One Agent Service"
"KC-SVC-TXN03-D:9182","Symantec Endpoint Protection Service"
"KC-SVC-TXN03-P.servicemanagement.com:9182","Server Service"
"KC-SVC-TXN03-P.servicemanagement.com:9182","Workstation Service"
"KC-SVC-TXN03-P.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"KC-SVC-TXN03-P.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"KC-SVC-TXN03-P.servicemanagement.com:9182","Quest KACE One Agent Service"
"KC-SVC-TXN03-P.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"KC-SVC-TXN03-P.servicemanagement.com:9182","SMG Transaction Service"
"KC-SVC-TXN04-P.servicemanagement.com:9182","Server Service"
"KC-SVC-TXN04-P.servicemanagement.com:9182","Workstation Service"
"KC-SVC-TXN04-P.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"KC-SVC-TXN04-P.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"KC-SVC-TXN04-P.servicemanagement.com:9182","Quest KACE One Agent Service"
"KC-SVC-TXN04-P.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"KC-SVC-TXN04-P.servicemanagement.com:9182","SMG Transaction Service"
"KC-SVC-TXN05-P.servicemanagement.com:9182","Server Service"
"KC-SVC-TXN05-P.servicemanagement.com:9182","Workstation Service"
"KC-SVC-TXN05-P.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"KC-SVC-TXN05-P.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"KC-SVC-TXN05-P.servicemanagement.com:9182","Quest KACE One Agent Service"
"KC-SVC-TXN05-P.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"KC-SVC-TXN05-P.servicemanagement.com:9182","SMG Transaction Service"
"KC-SVC-TXN06-P.servicemanagement.com:9182","Server Service"
"KC-SVC-TXN06-P.servicemanagement.com:9182","Workstation Service"
"KC-SVC-TXN06-P.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"KC-SVC-TXN06-P.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"KC-SVC-TXN06-P.servicemanagement.com:9182","Quest KACE One Agent Service"
"KC-SVC-TXN06-P.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"KC-SVC-TXN06-P.servicemanagement.com:9182","SMG Transaction Service"
"KC-SVC-TXT03-D:9182","Server Service"
"KC-SVC-TXT03-D:9182","Workstation Service"
"KC-SVC-TXT03-D:9182","Quest KACE Agent WatchDog Service"
"KC-SVC-TXT03-D:9182","Quest KACE Offline Scheduler Service"
"KC-SVC-TXT03-D:9182","Quest KACE One Agent Service"
"KC-SVC-TXT03-D:9182","Symantec Endpoint Protection Service"
"KC-SVC-TXT03-P:9182","Server Service"
"KC-SVC-TXT03-P:9182","Workstation Service"
"KC-SVC-TXT03-P:9182","Quest KACE Agent WatchDog Service"
"KC-SVC-TXT03-P:9182","Quest KACE Offline Scheduler Service"
"KC-SVC-TXT03-P:9182","Quest KACE One Agent Service"
"KC-SVC-TXT03-P:9182","Symantec Endpoint Protection Service"
"KC-SVC-TXT04-P:9182","Server Service"
"KC-SVC-TXT04-P:9182","Workstation Service"
"KC-SVC-TXT04-P:9182","Quest KACE Agent WatchDog Service"
"KC-SVC-TXT04-P:9182","Quest KACE Offline Scheduler Service"
"KC-SVC-TXT04-P:9182","Quest KACE One Agent Service"
"KC-SVC-TXT04-P:9182","Symantec Endpoint Protection Service"
"KC-SVC-TXT05-P:9182","Server Service"
"KC-SVC-TXT05-P:9182","Workstation Service"
"KC-SVC-TXT05-P:9182","Quest KACE Agent WatchDog Service"
"KC-SVC-TXT05-P:9182","Quest KACE Offline Scheduler Service"
"KC-SVC-TXT05-P:9182","Quest KACE One Agent Service"
"KC-SVC-TXT05-P:9182","Symantec Endpoint Protection Service"
"KC-SVC-TXT06-P:9182","Server Service"
"KC-SVC-TXT06-P:9182","Workstation Service"
"KC-SVC-TXT06-P:9182","Quest KACE Agent WatchDog Service"
"KC-SVC-TXT06-P:9182","Quest KACE Offline Scheduler Service"
"KC-SVC-TXT06-P:9182","Quest KACE One Agent Service"
"KC-SVC-TXT06-P:9182","Symantec Endpoint Protection Service"
"kc-svc-udl01-p.servicemanagement.com:9182","Server Service"
"kc-svc-udl01-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-svc-udl01-p.servicemanagement.com:9182","Workstation Service"
"kc-svc-udl01-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-svc-udl01-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-svc-udl01-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-svc-udl02-p.servicemanagement.com:9182","Server Service"
"kc-svc-udl02-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-svc-udl02-p.servicemanagement.com:9182","Workstation Service"
"kc-svc-udl02-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-svc-udl02-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-svc-udl02-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-svc-udl03-p.servicemanagement.com:9182","Server Service"
"kc-svc-udl03-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-svc-udl03-p.servicemanagement.com:9182","Workstation Service"
"kc-svc-udl03-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-svc-udl03-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-svc-udl03-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-svc-udl04-p.servicemanagement.com:9182","Server Service"
"kc-svc-udl04-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-svc-udl04-p.servicemanagement.com:9182","Workstation Service"
"kc-svc-udl04-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-svc-udl04-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-svc-udl04-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-svc-udl05-p.servicemanagement.com:9182","Server Service"
"kc-svc-udl05-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-svc-udl05-p.servicemanagement.com:9182","Workstation Service"
"kc-svc-udl05-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-svc-udl05-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-svc-udl05-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-tfs-app02-p.servicemanagement.com:9182","Server Service"
"kc-tfs-app02-p.servicemanagement.com:9182","Workstation Service"
"kc-tfs-app02-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-tfs-app02-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-tfs-app02-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-tfs-app02-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"KC-TFS-APP03-P:9182","Server Service"
"KC-TFS-APP03-P:9182","Workstation Service"
"KC-TFS-APP03-P:9182","Quest KACE Agent WatchDog Service"
"KC-TFS-APP03-P:9182","Quest KACE Offline Scheduler Service"
"KC-TFS-APP03-P:9182","Quest KACE One Agent Service"
"KC-TFS-APP03-P:9182","Symantec Endpoint Protection Service"
"KC-TFS-BLD01-P:9182","Server Service"
"KC-TFS-BLD01-P:9182","Workstation Service"
"KC-TFS-BLD01-P:9182","Quest KACE Agent WatchDog Service"
"KC-TFS-BLD01-P:9182","Quest KACE Offline Scheduler Service"
"KC-TFS-BLD01-P:9182","Quest KACE One Agent Service"
"KC-TFS-BLD01-P:9182","Symantec Endpoint Protection Service"
"KC-TFS-BLD02-P.servicemanagement.com:9182","Server Service"
"KC-TFS-BLD02-P.servicemanagement.com:9182","Workstation Service"
"KC-TFS-BLD02-P.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"KC-TFS-BLD02-P.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"KC-TFS-BLD02-P.servicemanagement.com:9182","Quest KACE One Agent Service"
"KC-TRN-SQL20-D:9182","Server Service"
"KC-TRN-SQL20-D:9182","Workstation Service"
"KC-TRN-SQL20-D:9182","Quest KACE Agent WatchDog Service"
"KC-TRN-SQL20-D:9182","Quest KACE Offline Scheduler Service"
"KC-TRN-SQL20-D:9182","Quest KACE One Agent Service"
"KC-TRN-SQL20-D:9182","Symantec Endpoint Protection Service"
"kc-util07.servicemanagement.com:9182","Server Service"
"kc-util07.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-util07.servicemanagement.com:9182","Workstation Service"
"kc-util07.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-util07.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-util07.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-util07.servicemanagement.com:9182","World Wide Web Publishing Service"
"kc-util07.servicemanagement.com:9182","CatTools Service"
"kc-util07.servicemanagement.com:9182","Doors .NET Application Server Service"
"kc-util07.servicemanagement.com:9182","Doors .NET Archive Service"
"kc-util07.servicemanagement.com:9182","Doors .NET GLS Service"
"kc-util07.servicemanagement.com:9182","Doors .NET MSC Gateway Service"
"kc-util07.servicemanagement.com:9182","Doors .NET NXT Gateway Service"
"kc-util07.servicemanagement.com:9182","Doors .NET NXT Proxy Server Service"
"kc-util07.servicemanagement.com:9182","MySQL Service"
"kc-util07.servicemanagement.com:9182","Spiceworks Service"
"kc-util07.servicemanagement.com:9182","SQL Server (ECLIPSE) Service"
"kc-util07.servicemanagement.com:9182","SQL Server (VEEAMSQL2008R2) Service"
"kc-util07.servicemanagement.com:9182","SQL Server VSS Writer Service"
"KC-UTIL10:9182","Quest KACE One Agent Service"
"KC-UTIL10:9182","Quest KACE Offline Scheduler Service"
"KC-UTIL10:9182","Quest KACE Agent WatchDog Service"
"kc-util12.servicemanagement.com:9182","Server Service"
"kc-util12.servicemanagement.com:9182","Workstation Service"
"kc-util12.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-util12.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-util12.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-util12.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-util12.servicemanagement.com:9182","DHCP Server Service"
"kc-util12.servicemanagement.com:9182","Network Policy Server Service"
"kc-util12.servicemanagement.com:9182","Microsoft Monitoring Agent Service"
"kc-util12.servicemanagement.com:9182","Windows Admin Center Service"
"kc-util13.servicemanagement.com:9182","Server Service"
"kc-util13.servicemanagement.com:9182","Workstation Service"
"kc-util13.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-util13.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-util13.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-util13.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-web-36001-p:9182","Server Service"
"kc-web-36001-p:9182","Workstation Service"
"kc-web-36001-p:9182","Quest KACE Agent WatchDog Service"
"kc-web-36001-p:9182","Quest KACE Offline Scheduler Service"
"kc-web-36001-p:9182","Quest KACE One Agent Service"
"kc-web-36001-p:9182","Symantec Endpoint Protection Service"
"kc-web-36002-p:9182","Server Service"
"kc-web-36002-p:9182","Workstation Service"
"kc-web-36002-p:9182","Quest KACE Agent WatchDog Service"
"kc-web-36002-p:9182","Quest KACE Offline Scheduler Service"
"kc-web-36002-p:9182","Quest KACE One Agent Service"
"kc-web-36002-p:9182","Symantec Endpoint Protection Service"
"kc-web-36003-p:9182","Server Service"
"kc-web-36003-p:9182","Workstation Service"
"kc-web-36003-p:9182","Quest KACE Agent WatchDog Service"
"kc-web-36003-p:9182","Quest KACE Offline Scheduler Service"
"kc-web-36003-p:9182","Quest KACE One Agent Service"
"kc-web-36003-p:9182","Symantec Endpoint Protection Service"
"kc-web-36004-p:9182","Server Service"
"kc-web-36004-p:9182","Workstation Service"
"kc-web-36004-p:9182","Quest KACE Agent WatchDog Service"
"kc-web-36004-p:9182","Quest KACE Offline Scheduler Service"
"kc-web-36004-p:9182","Quest KACE One Agent Service"
"kc-web-36004-p:9182","Symantec Endpoint Protection Service"
"KC-WEB-API01-D:9182","Server Service"
"KC-WEB-API01-D:9182","Workstation Service"
"KC-WEB-API01-D:9182","Quest KACE Agent WatchDog Service"
"KC-WEB-API01-D:9182","Quest KACE Offline Scheduler Service"
"KC-WEB-API01-D:9182","Quest KACE One Agent Service"
"KC-WEB-API01-D:9182","Symantec Endpoint Protection Service"
"KC-WEB-API01-P:9182","Server Service"
"KC-WEB-API01-P:9182","Workstation Service"
"KC-WEB-API01-P:9182","Quest KACE Agent WatchDog Service"
"KC-WEB-API01-P:9182","Quest KACE Offline Scheduler Service"
"KC-WEB-API01-P:9182","Quest KACE One Agent Service"
"KC-WEB-API01-P:9182","Symantec Endpoint Protection Service"
"KC-WEB-API02-P:9182","Server Service"
"KC-WEB-API02-P:9182","Workstation Service"
"KC-WEB-API02-P:9182","Quest KACE Agent WatchDog Service"
"KC-WEB-API02-P:9182","Quest KACE Offline Scheduler Service"
"KC-WEB-API02-P:9182","Quest KACE One Agent Service"
"KC-WEB-API02-P:9182","Symantec Endpoint Protection Service"
"KC-WEB-API03-P:9182","Server Service"
"KC-WEB-API03-P:9182","Workstation Service"
"KC-WEB-API03-P:9182","Quest KACE Agent WatchDog Service"
"KC-WEB-API03-P:9182","Quest KACE Offline Scheduler Service"
"KC-WEB-API03-P:9182","Quest KACE One Agent Service"
"KC-WEB-API03-P:9182","Symantec Endpoint Protection Service"
"KC-WEB-API04-P:9182","Server Service"
"KC-WEB-API04-P:9182","Workstation Service"
"KC-WEB-API04-P:9182","Quest KACE Agent WatchDog Service"
"KC-WEB-API04-P:9182","Quest KACE Offline Scheduler Service"
"KC-WEB-API04-P:9182","Quest KACE One Agent Service"
"KC-WEB-API04-P:9182","Symantec Endpoint Protection Service"
"kc-web-auth01-p:9182","Server Service"
"kc-web-auth01-p:9182","Symantec Endpoint Protection Service"
"kc-web-auth01-p:9182","Workstation Service"
"kc-web-auth01-p:9182","Quest KACE One Agent Service"
"kc-web-auth01-p:9182","Quest KACE Offline Scheduler Service"
"kc-web-auth01-p:9182","Quest KACE Agent WatchDog Service"
"kc-web-auth01-p:9182","World Wide Web Publishing Service"
"kc-web-auth02-p:9182","Server Service"
"kc-web-auth02-p:9182","Symantec Endpoint Protection Service"
"kc-web-auth02-p:9182","Workstation Service"
"kc-web-auth02-p:9182","Quest KACE One Agent Service"
"kc-web-auth02-p:9182","Quest KACE Offline Scheduler Service"
"kc-web-auth02-p:9182","Quest KACE Agent WatchDog Service"
"kc-web-auth02-p:9182","World Wide Web Publishing Service"
"kc-web-auth03-p:9182","Server Service"
"kc-web-auth03-p:9182","Workstation Service"
"kc-web-auth03-p:9182","Quest KACE Agent WatchDog Service"
"kc-web-auth03-p:9182","Quest KACE Offline Scheduler Service"
"kc-web-auth03-p:9182","Quest KACE One Agent Service"
"kc-web-auth03-p:9182","Symantec Endpoint Protection Service"
"kc-web-auth04-p:9182","Server Service"
"kc-web-auth04-p:9182","Workstation Service"
"kc-web-auth04-p:9182","Quest KACE Agent WatchDog Service"
"kc-web-auth04-p:9182","Quest KACE Offline Scheduler Service"
"kc-web-auth04-p:9182","Quest KACE One Agent Service"
"kc-web-auth04-p:9182","Symantec Endpoint Protection Service"
"kc-web-fdbk01-p:9182","Server Service"
"kc-web-fdbk01-p:9182","Workstation Service"
"kc-web-fdbk01-p:9182","Quest KACE Agent WatchDog Service"
"kc-web-fdbk01-p:9182","Quest KACE Offline Scheduler Service"
"kc-web-fdbk01-p:9182","Quest KACE One Agent Service"
"kc-web-fdbk01-p:9182","Symantec Endpoint Protection Service"
"kc-web-fdbk02-p:9182","Server Service"
"kc-web-fdbk02-p:9182","Workstation Service"
"kc-web-fdbk02-p:9182","Quest KACE Agent WatchDog Service"
"kc-web-fdbk02-p:9182","Quest KACE Offline Scheduler Service"
"kc-web-fdbk02-p:9182","Quest KACE One Agent Service"
"kc-web-fdbk02-p:9182","Symantec Endpoint Protection Service"
"kc-web-fdbk03-p:9182","Server Service"
"kc-web-fdbk03-p:9182","Workstation Service"
"kc-web-fdbk03-p:9182","Quest KACE Agent WatchDog Service"
"kc-web-fdbk03-p:9182","Quest KACE Offline Scheduler Service"
"kc-web-fdbk03-p:9182","Quest KACE One Agent Service"
"kc-web-fdbk03-p:9182","Symantec Endpoint Protection Service"
"kc-web-fdbk04-p:9182","Server Service"
"kc-web-fdbk04-p:9182","Workstation Service"
"kc-web-fdbk04-p:9182","Quest KACE Agent WatchDog Service"
"kc-web-fdbk04-p:9182","Quest KACE Offline Scheduler Service"
"kc-web-fdbk04-p:9182","Quest KACE One Agent Service"
"kc-web-fdbk04-p:9182","Symantec Endpoint Protection Service"
"kc-web-rate01-d.servicemanagement.com:9182","Server Service"
"kc-web-rate01-d.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-web-rate01-d.servicemanagement.com:9182","Workstation Service"
"kc-web-rate01-d.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-web-rate01-d.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-web-rate01-d.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-web-rate01-d.servicemanagement.com:9182","World Wide Web Publishing Service"
"kc-web-rate01-d.servicemanagement.com:9182","IIS Admin Service"
