host,service
"CH-SVC-SVCS07-P:9182","Quest KACE Agent WatchDog Service"
"ch-svc-svcs08-p:9182","Server Service"
"ch-svc-svcs08-p:9182","Symantec Endpoint Protection Service"
"ch-svc-svcs08-p:9182","Workstation Service"
"ch-svc-svcs08-p:9182","Quest KACE One Agent Service"
"ch-svc-svcs08-p:9182","Quest KACE Offline Scheduler Service"
"ch-svc-svcs08-p:9182","Quest KACE Agent WatchDog Service"
"ch-svc-svcs09-p:9182","Server Service"
"ch-svc-svcs09-p:9182","Symantec Endpoint Protection Service"
"ch-svc-svcs09-p:9182","Workstation Service"
"ch-svc-svcs09-p:9182","Quest KACE One Agent Service"
"ch-svc-svcs09-p:9182","Quest KACE Offline Scheduler Service"
"ch-svc-svcs09-p:9182","Quest KACE Agent WatchDog Service"
"ch-svc-txn01-p.servicemanagement.com:9182","Server Service"
"ch-svc-txn01-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-svc-txn01-p.servicemanagement.com:9182","Workstation Service"
"ch-svc-txn01-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-svc-txn01-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-svc-txn01-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-svc-txn01-p.servicemanagement.com:9182","SMG Transaction Service"
"ch-svc-txn01-s.servicemanagement.com:9182","Server Service"
"ch-svc-txn01-s.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-svc-txn01-s.servicemanagement.com:9182","Workstation Service"
"ch-svc-txn01-s.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-svc-txn01-s.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-svc-txn01-s.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-svc-txn01-t.servicemanagement.com:9182","Server Service"
"ch-svc-txn01-t.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-svc-txn01-t.servicemanagement.com:9182","Workstation Service"
"ch-svc-txn01-t.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-svc-txn01-t.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-svc-txn01-t.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-svc-txn02-p.servicemanagement.com:9182","Server Service"
"ch-svc-txn02-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-svc-txn02-p.servicemanagement.com:9182","Workstation Service"
"ch-svc-txn02-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-svc-txn02-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-svc-txn02-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-svc-txn02-p.servicemanagement.com:9182","SMG Transaction Service"
"CH-SVC-TXT03-P:9182","Server Service"
"CH-SVC-TXT03-P:9182","Symantec Endpoint Protection Service"
"CH-SVC-TXT03-P:9182","Workstation Service"
"CH-SVC-TXT03-P:9182","Quest KACE One Agent Service"
"CH-SVC-TXT03-P:9182","Quest KACE Offline Scheduler Service"
"CH-SVC-TXT03-P:9182","Quest KACE Agent WatchDog Service"
"CH-SVC-TXT03-S:9182","Server Service"
"CH-SVC-TXT03-S:9182","Symantec Endpoint Protection Service"
"CH-SVC-TXT03-S:9182","Workstation Service"
"CH-SVC-TXT03-S:9182","Quest KACE One Agent Service"
"CH-SVC-TXT03-S:9182","Quest KACE Offline Scheduler Service"
"CH-SVC-TXT03-S:9182","Quest KACE Agent WatchDog Service"
"CH-SVC-TXT04-P:9182","Server Service"
"CH-SVC-TXT04-P:9182","Symantec Endpoint Protection Service"
"CH-SVC-TXT04-P:9182","Workstation Service"
"CH-SVC-TXT04-P:9182","Quest KACE One Agent Service"
"CH-SVC-TXT04-P:9182","Quest KACE Offline Scheduler Service"
"CH-SVC-TXT04-P:9182","Quest KACE Agent WatchDog Service"
"CH-SVC-TXT04-S:9182","Server Service"
"CH-SVC-TXT04-S:9182","Symantec Endpoint Protection Service"
"CH-SVC-TXT04-S:9182","Workstation Service"
"CH-SVC-TXT04-S:9182","Quest KACE One Agent Service"
"CH-SVC-TXT04-S:9182","Quest KACE Offline Scheduler Service"
"CH-SVC-TXT04-S:9182","Quest KACE Agent WatchDog Service"
"CH-SVC-TXT05-P:9182","Server Service"
"CH-SVC-TXT05-P:9182","Symantec Endpoint Protection Service"
"CH-SVC-TXT05-P:9182","Workstation Service"
"CH-SVC-TXT05-P:9182","Quest KACE One Agent Service"
"CH-SVC-TXT05-P:9182","Quest KACE Offline Scheduler Service"
"CH-SVC-TXT05-P:9182","Quest KACE Agent WatchDog Service"
"CH-SVC-TXT06-P:9182","Server Service"
"CH-SVC-TXT06-P:9182","Symantec Endpoint Protection Service"
"CH-SVC-TXT06-P:9182","Workstation Service"
"CH-SVC-TXT06-P:9182","Quest KACE One Agent Service"
"CH-SVC-TXT06-P:9182","Quest KACE Offline Scheduler Service"
"CH-SVC-TXT06-P:9182","Quest KACE Agent WatchDog Service"
"ch-svc-udl01-p.servicemanagement.com:9182","Server Service"
"ch-svc-udl01-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-svc-udl01-p.servicemanagement.com:9182","Workstation Service"
"ch-svc-udl01-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-svc-udl01-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-svc-udl01-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-svc-udl01-s.servicemanagement.com:9182","Server Service"
"ch-svc-udl01-s.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-svc-udl01-s.servicemanagement.com:9182","Workstation Service"
"ch-svc-udl01-s.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-svc-udl01-s.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-svc-udl01-s.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-svc-udl01-t.servicemanagement.com:9182","Server Service"
"ch-svc-udl01-t.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-svc-udl01-t.servicemanagement.com:9182","Workstation Service"
"ch-svc-udl01-t.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-svc-udl01-t.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-svc-udl01-t.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-svc-udl02-p.servicemanagement.com:9182","Server Service"
"ch-svc-udl02-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-svc-udl02-p.servicemanagement.com:9182","Workstation Service"
"ch-svc-udl02-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-svc-udl02-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-svc-udl02-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-svc-udl02-s.servicemanagement.com:9182","Server Service"
"ch-svc-udl02-s.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-svc-udl02-s.servicemanagement.com:9182","Workstation Service"
"ch-svc-udl02-s.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-svc-udl02-s.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-svc-udl02-s.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-svc-udl02-t.servicemanagement.com:9182","Server Service"
"ch-svc-udl02-t.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-svc-udl02-t.servicemanagement.com:9182","Workstation Service"
"ch-svc-udl02-t.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-svc-udl02-t.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-svc-udl02-t.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-svc-udl03-p.servicemanagement.com:9182","Server Service"
"ch-svc-udl03-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-svc-udl03-p.servicemanagement.com:9182","Workstation Service"
"ch-svc-udl03-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-svc-udl03-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-svc-udl03-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-svc-udl04-p.servicemanagement.com:9182","Server Service"
"ch-svc-udl04-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-svc-udl04-p.servicemanagement.com:9182","Workstation Service"
"ch-svc-udl04-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-svc-udl04-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-svc-udl04-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-svc-udl05-p.servicemanagement.com:9182","Server Service"
"ch-svc-udl05-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-svc-udl05-p.servicemanagement.com:9182","Workstation Service"
"ch-svc-udl05-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-svc-udl05-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-svc-udl05-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-util12.servicemanagement.com:9182","Server Service"
"ch-util12.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-util12.servicemanagement.com:9182","Workstation Service"
"ch-util12.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-util12.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-util12.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-util12.servicemanagement.com:9182","DHCP Server Service"
"ch-web-36001-p:9182","Server Service"
"ch-web-36001-p:9182","Symantec Endpoint Protection Service"
"ch-web-36001-p:9182","Workstation Service"
"ch-web-36001-p:9182","Quest KACE One Agent Service"
"ch-web-36001-p:9182","Quest KACE Offline Scheduler Service"
"ch-web-36001-p:9182","Quest KACE Agent WatchDog Service"
"ch-web-36002-p:9182","Server Service"
"ch-web-36002-p:9182","Symantec Endpoint Protection Service"
"ch-web-36002-p:9182","Workstation Service"
"ch-web-36002-p:9182","Quest KACE One Agent Service"
"ch-web-36002-p:9182","Quest KACE Offline Scheduler Service"
"ch-web-36002-p:9182","Quest KACE Agent WatchDog Service"
"ch-web-36003-p:9182","Server Service"
"ch-web-36003-p:9182","Symantec Endpoint Protection Service"
"ch-web-36003-p:9182","Workstation Service"
"ch-web-36003-p:9182","Quest KACE One Agent Service"
"ch-web-36003-p:9182","Quest KACE Offline Scheduler Service"
"ch-web-36003-p:9182","Quest KACE Agent WatchDog Service"
"ch-web-36004-p:9182","Server Service"
"ch-web-36004-p:9182","Symantec Endpoint Protection Service"
"ch-web-36004-p:9182","Workstation Service"
"ch-web-36004-p:9182","Quest KACE One Agent Service"
"ch-web-36004-p:9182","Quest KACE Offline Scheduler Service"
"ch-web-36004-p:9182","Quest KACE Agent WatchDog Service"
"CH-WEB-API01-P:9182","Server Service"
"CH-WEB-API01-P:9182","Symantec Endpoint Protection Service"
"CH-WEB-API01-P:9182","Workstation Service"
"CH-WEB-API01-P:9182","Quest KACE One Agent Service"
"CH-WEB-API01-P:9182","Quest KACE Offline Scheduler Service"
"CH-WEB-API01-P:9182","Quest KACE Agent WatchDog Service"
"CH-WEB-API01-S:9182","Server Service"
"CH-WEB-API01-S:9182","Symantec Endpoint Protection Service"
"CH-WEB-API01-S:9182","Workstation Service"
"CH-WEB-API01-S:9182","Quest KACE One Agent Service"
"CH-WEB-API01-S:9182","Quest KACE Offline Scheduler Service"
"CH-WEB-API01-S:9182","Quest KACE Agent WatchDog Service"
"CH-WEB-API01-T:9182","Server Service"
"CH-WEB-API01-T:9182","Symantec Endpoint Protection Service"
"CH-WEB-API01-T:9182","Workstation Service"
"CH-WEB-API01-T:9182","Quest KACE One Agent Service"
"CH-WEB-API01-T:9182","Quest KACE Offline Scheduler Service"
"CH-WEB-API01-T:9182","Quest KACE Agent WatchDog Service"
"CH-WEB-API02-P:9182","Server Service"
"CH-WEB-API02-P:9182","Symantec Endpoint Protection Service"
"CH-WEB-API02-P:9182","Workstation Service"
"CH-WEB-API02-P:9182","Quest KACE One Agent Service"
"CH-WEB-API02-P:9182","Quest KACE Offline Scheduler Service"
"CH-WEB-API02-P:9182","Quest KACE Agent WatchDog Service"
"CH-WEB-API02-S:9182","Server Service"
"CH-WEB-API02-S:9182","Symantec Endpoint Protection Service"
"CH-WEB-API02-S:9182","Workstation Service"
"CH-WEB-API02-S:9182","Quest KACE One Agent Service"
"CH-WEB-API02-S:9182","Quest KACE Offline Scheduler Service"
"CH-WEB-API02-S:9182","Quest KACE Agent WatchDog Service"
"CH-WEB-API03-P:9182","Server Service"
"CH-WEB-API03-P:9182","Symantec Endpoint Protection Service"
"CH-WEB-API03-P:9182","Workstation Service"
"CH-WEB-API03-P:9182","Quest KACE One Agent Service"
"CH-WEB-API03-P:9182","Quest KACE Offline Scheduler Service"
"CH-WEB-API03-P:9182","Quest KACE Agent WatchDog Service"
"CH-WEB-API04-P:9182","Server Service"
"CH-WEB-API04-P:9182","Symantec Endpoint Protection Service"
"CH-WEB-API04-P:9182","Workstation Service"
"CH-WEB-API04-P:9182","Quest KACE One Agent Service"
"CH-WEB-API04-P:9182","Quest KACE Offline Scheduler Service"
"CH-WEB-API04-P:9182","Quest KACE Agent WatchDog Service"
"ch-web-api05-p:9182","Server Service"
"ch-web-api05-p:9182","Symantec Endpoint Protection Service"
"ch-web-api05-p:9182","Workstation Service"
"ch-web-api05-p:9182","Quest KACE One Agent Service"
"ch-web-api05-p:9182","Quest KACE Offline Scheduler Service"
"ch-web-api05-p:9182","Quest KACE Agent WatchDog Service"
"ch-web-auth01-p:9182","Server Service"
"ch-web-auth01-p:9182","Symantec Endpoint Protection Service"
"ch-web-auth01-p:9182","World Wide Web Publishing Service"
"ch-web-auth01-p:9182","Workstation Service"
"ch-web-auth01-p:9182","Quest KACE One Agent Service"
"ch-web-auth01-p:9182","Quest KACE Offline Scheduler Service"
"ch-web-auth01-p:9182","Quest KACE Agent WatchDog Service"
"ch-web-auth01-s.servicemanagement.com:9182","Server Service"
"ch-web-auth01-s.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-web-auth01-s.servicemanagement.com:9182","World Wide Web Publishing Service"
"ch-web-auth01-s.servicemanagement.com:9182","Workstation Service"
"ch-web-auth01-s.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-web-auth01-s.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-web-auth01-s.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-web-auth01-t.servicemanagement.com:9182","Server Service"
"ch-web-auth01-t.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-web-auth01-t.servicemanagement.com:9182","World Wide Web Publishing Service"
"ch-web-auth01-t.servicemanagement.com:9182","Workstation Service"
"ch-web-auth01-t.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-web-auth01-t.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-web-auth01-t.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-web-auth02-p:9182","Server Service"
"ch-web-auth02-p:9182","Symantec Endpoint Protection Service"
"ch-web-auth02-p:9182","World Wide Web Publishing Service"
"ch-web-auth02-p:9182","Workstation Service"
"ch-web-auth02-p:9182","Quest KACE One Agent Service"
"ch-web-auth02-p:9182","Quest KACE Offline Scheduler Service"
"ch-web-auth02-p:9182","Quest KACE Agent WatchDog Service"
"ch-web-auth03-p:9182","Server Service"
"ch-web-auth03-p:9182","Symantec Endpoint Protection Service"
"ch-web-auth03-p:9182","Workstation Service"
"ch-web-auth03-p:9182","Quest KACE One Agent Service"
"ch-web-auth03-p:9182","Quest KACE Offline Scheduler Service"
"ch-web-auth03-p:9182","Quest KACE Agent WatchDog Service"
"ch-web-auth04-p:9182","Server Service"
"ch-web-auth04-p:9182","Symantec Endpoint Protection Service"
"ch-web-auth04-p:9182","Workstation Service"
"ch-web-auth04-p:9182","Quest KACE One Agent Service"
"ch-web-auth04-p:9182","Quest KACE Offline Scheduler Service"
"ch-web-auth04-p:9182","Quest KACE Agent WatchDog Service"
"ch-webdploy01-t.servicemanagement.com:9182","Server Service"
"ch-webdploy01-t.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-webdploy01-t.servicemanagement.com:9182","Workstation Service"
"ch-webdploy01-t.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-webdploy01-t.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-webdploy01-t.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-web-fdbk01-p:9182","Server Service"
"ch-web-fdbk01-p:9182","Symantec Endpoint Protection Service"
"ch-web-fdbk01-p:9182","Workstation Service"
"ch-web-fdbk01-p:9182","Quest KACE One Agent Service"
"ch-web-fdbk01-p:9182","Quest KACE Offline Scheduler Service"
"ch-web-fdbk01-p:9182","Quest KACE Agent WatchDog Service"
"ch-web-fdbk01-s.servicemanagement.com:9182","Server Service"
"ch-web-fdbk01-s.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-web-fdbk01-s.servicemanagement.com:9182","Workstation Service"
"ch-web-fdbk01-s.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-web-fdbk01-s.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-web-fdbk01-s.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-web-fdbk01-t.servicemanagement.com:9182","Server Service"
"ch-web-fdbk01-t.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-web-fdbk01-t.servicemanagement.com:9182","Workstation Service"
"ch-web-fdbk01-t.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-web-fdbk01-t.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-web-fdbk01-t.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-web-fdbk02-p:9182","Server Service"
"ch-web-fdbk02-p:9182","Symantec Endpoint Protection Service"
"ch-web-fdbk02-p:9182","Workstation Service"
"ch-web-fdbk02-p:9182","Quest KACE One Agent Service"
"ch-web-fdbk02-p:9182","Quest KACE Offline Scheduler Service"
"ch-web-fdbk02-p:9182","Quest KACE Agent WatchDog Service"
"CH-WEB-FDBK03-P:9182","Server Service"
"CH-WEB-FDBK03-P:9182","Symantec Endpoint Protection Service"
"CH-WEB-FDBK03-P:9182","Workstation Service"
"CH-WEB-FDBK03-P:9182","Quest KACE One Agent Service"
"CH-WEB-FDBK03-P:9182","Quest KACE Offline Scheduler Service"
"CH-WEB-FDBK03-P:9182","Quest KACE Agent WatchDog Service"
"CH-WEB-FDBK04-P:9182","Server Service"
"CH-WEB-FDBK04-P:9182","Symantec Endpoint Protection Service"
"CH-WEB-FDBK04-P:9182","Workstation Service"
"CH-WEB-FDBK04-P:9182","Quest KACE One Agent Service"
"CH-WEB-FDBK04-P:9182","Quest KACE Offline Scheduler Service"
"CH-WEB-FDBK04-P:9182","Quest KACE Agent WatchDog Service"
"ch-web-rate01-p.servicemanagement.com:9182","Server Service"
"ch-web-rate01-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"ch-web-rate01-p.servicemanagement.com:9182","World Wide Web Publishing Service"
"ch-web-rate01-p.servicemanagement.com:9182","Workstation Service"
"ch-web-rate01-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"ch-web-rate01-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"ch-web-rate01-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"ch-web-rate01-p.servicemanagement.com:9182","IIS Admin Service"
